File Name,Extracted Text
Tinder Pickup July 14 Photo.jpg,"Среда 15:53
Судя по фото симпатичная
Девушка
Спасибо ахвза
Не хочу быть банальным, но
все же Дима
Ого, а я Рита
Ну да)
Приятно
Хотя в живую было бы куда
приятней
Среда 16:28
Среда 16:46
Напиши вотс будем на связи,
тут редко сижу"
photo_7@15-12-2023_09-55-33.jpg,"Deniark
Как пингануть?
твоя йога выглядит серьезно, но это
только потому, что ты не видела моего
позирования с котом
Жди ответа и продолжай играть в тонкую:
спроси о её любимой йога-позе или
предложи совместную тренировку.
Deniark
Как пингануть?
15:48
твоя стойка лучше, чем у пиццы на моем
столе
Заметь, как она отреагирует на сравнение с
пиццей, и продолжай разговор, обсудив её
любимые виды спорта или еду.
15:50"
Общаться с девушкой шаблон 9.jpg,"Евгений
диозаписи
общения
уппы
ВОСТИ
кладки
стройки
енты
Ты меня поразила, я не могу отвезти от тебя взгляда, реально, ты
какая-то необычная!!!
Чтож не отводи) Любуйся.
Евгений
издеваешься еще) а ты девушка с характером) мне нравится)) о
такой как ты я давно мечтал, я как тебя увидел, на меня сразу
нашло вдохновение и вся работа пошла как по маслу. Давай ты
будешь моей музой)
15:23:48
15:24:27
15:27:02
15:30:25
такое огромное количество комплиментов ты меня смущаешь..)
Говорят мечты осуществляются...)
Евгений
15:31:18
пошли погуляем) вдруг это судьба... и ты моя королева:)
встретимся в 7 около Кольца?)
15:32:41
Пожалуй, мой красноречивый подданный, я соглашусь...)
Евгений
15:33:34
))))"
Communication Templates with Girl 29.jpg,"19:23
Давай встретимся,
поужинаем
Но я тебя даже не знаю)
19:23
Я тебя тоже не знаю, для
меня это тоже риск,
поэтому я возьму нож. Ты
тоже возьми.
19:24
в тера
февраля
У меня телефон сломался и
Я отнес мастеру он сказал
не хватает одно
компонента. Знаешь
какого?
Какого
Твоего номера)
Мне нравятся твои
волосатые ноги, наверное я
бы грелась у них холодной
ночью
Ну я пыталась. 23:21
23:20
Пикапер"
photo_25@24-04-2024_10-16-12.jpg,"Привет Богдан, а я знаю про тебя. Это ты мне посоветовал
залететь на курс к Рамзесу. И периодически слежу за тобой
14:56
O
Окей, сейчас мысли соберу и напишу 14:56
1. Из проблем это время. Приходилось смотреть видео, искать
нужные ответы, спрашивать у ребят в чатах(как ответить, что
написать) когда не было мыслей и идей по поводу, как начать
и что написать (ответить) на это уходило время.
2. Процесс с вайбом очень быстрый в плане времени.
Отправляешь скрин- получаешь ответ, если тебе этот ответ не
подходит, то вайб генерирует другие ответы и стили в каком
лучше ответить(даёт больше разнообразия, больше
многоходовочек). Даже если он ответил не так, как тебе нужно,
то ты сам уже редактируешь текст, либо из ответов вайба уже
выстраиваешь идеи на дальнейшее общение.
3. Пользуюсь вайбом месяц. Почти каждый день. Перекидываю
скрины вайбу как и с коллегами, так и с друзьями и девушкой.
На счёт вложений окупились полностью. Радует, что нет
лимита в месяц и можно отправлять сколько хочешь скринов.
В целом приятно ощущать что-то новое в своей жизни,
которое упрощает тебе процессы генерирования идей. И
видно, что с каждым разом выходят, какие-то нововведения,
которые дают больше маневров для общения
15:14"
Start conversation VK (1).jpg,"Прикольная ты:)
14 сообщений
17 ноября 2014 г.
1:25
24 ноября 2014 г.
Как дела?
18:10
Чем занята ?
26 ноября 2014 г.
18:25
Привет 18:42
Как дела? 21:55
Привет 21:55
10 февраля
:) 22:36
Как дела? 22:46
22:26
А ты не сдаешься, я смотрю
20 апреля
Привет
0:14
0:15
Главное-не сдаваться
Ты так думаешь ?
0:16
+
Написать сообщение
Отпр."
Общаться с девушкой шаблон 18.jpg,"Вконтакте 4 к списку диалогов
люди сообщества игры
музыка помощь выйти
Моя Страница
Мои друзья
ред.
Диалоги Просмотр диалогов
Действия к списку друзей
Мои фотографии
Карина Шаулис
Мои Аудиозаписи
Мои Сообщения
Мои Группы
Мои Новости
Мои Настройки
Приложения
Объявления
Карина
26.04.12
А ты слышал как по свински поступил Гоген
26.04.12
нет
что он сделал?
по художникам у меня мама спец, это к ней вопрос
Карина
26.04.12
Он просто напросто зашел в ресторан где не оказалось белого
вина и накинулся в драку с официанткой которая всего то
рабатает 5 дней
26.04.12
ну бывает, творческая личность
Карина
26.04.12
нет он прежде всего мужчина да хоть как он должен быть
терпимее
он художник, а у них часто с головой неполадки бывают)
только вот интересно, почему ты так неожиданно вспомнила про
гогена?)
Карина
и они такие страшные
кто?
Карина
художники
всяки, наверное, бывают)
Карина
26.04.12
26.04.12
26.04.12
26.04.12
26.04.12
26.04.12
и кстати он не художник а участник дома 2
Введите Ваше сообщение..
Отправить
Прикрепить
pikabu.ru"
Alice Tinder Messages.png,"← 0
Алиса
У тебя крутое удлиненное каре
Сегодня 18:54
Ха, спасибо, у вас тоже
У тебя крутое удлиненное каре
Мне идёт каре кстати?
Ха, спасибо, у вас тоже
Обычно люди такое спрашивают, когда хотят
услышать утвердительный ответ. Даю вам
утвердительный ответ.
Мне идёт каре кстати?
Я польщен
Обычно люди такое спрашивают, когда
хотят услышать утвердительный ответ.
Даю вам утвердительный ответ.
Мне приятно, что вам нравится
Добрая душа, признак человечности
Если говорить о ""человечности"" человека, т.е.
какой смысл мы вкладываем в это слово -
безусловно, человечность определяется
состоянием души душевность, добрая душа.
Ответы Mail.ru: Можете ли вы согласиться с тем что не
разум, а душа яв-ся главным признаком человечности
otvet.mail.ru
ОТКРЫТЬ В ПОИСКЕ
-
Это моя первая культурная
переписка, переписка без грамматических
ошибок!я вас оценил, лучше, чем мог себе это
позволить тут
Да вы вообще умница!
Я польщен
Мне приятно, что вам нравится
Добрая душа, признак человечности
Если говорить о ""человечности""
человека, т.е. какой смысл мы
вкладываем в это слово безусловно,
человечность определяется
состоянием души душевность, добрая
душа.
Это моя первая культурная
переписка, переписка без
грамматических ошибок!я вас
оценил, лучше, чем мог себе это
позволить тут
Да вы вообще умница!"
Общаться с девушкой шаблон 24.jpg,"Антон
чем обязан вниманию?)
Вероника
Антон
???
Вероника
как дела?
Антон
отлично
Вероника
ну ясно))))
Антон
добавляешься для того, чтобы спросить как дела?
Вероника
не проста поабщатся хотела.
Антон
ну давай, о чем общаться хотела?)
Антон
что : кроме ""как дела"" головка больше не соображает?)
Вероника
слушай у меня голова сображает
Антон
так где же результаты твоей мыслительной деятельности?)
Вероника
какие еще результаты?
pikabu.ru"
Tinder chat (2).jpg,"21:39
..1 LTE
YOU MАTСHED WITH BЕРОНИКА
Привет ;)
Спишь? ;))))
Yesterday 18:20
Приветик)) не так часто бываю
тут
Чем ты увлекаешься?
Привет ещё раз :) ну здесь
особенный ват конечно )) с
определённой целью. Поэтому
меня это тоже настораживает ))
Увлекаюсь... да многим по чуть-
чуть. Есть фанатичные темы, по
типу катания на ролликах)) ну и
ещё. А ты смотрю на вело
стоишь на фото. Фанат?))
Велик очень люблю)) правда на
Фото не мой))
На роликах учусь кататься, в
этом году встала и почти
поехала, боюсь немного, но от
АТАГА Паша ашё интаиланда
GIF
Type a message...
Send"
Общаться с девушкой шаблон 31.jpg,"STPE
Цензурой
Екатерина
Мы разве знакомы?
Нет)) Но это можно исправить)))
Екатерина
И зачем?
Ахах)) Просто скучно, сижу ничего не дулаю)) Хотел с кем
нибудь поболтать)0
*делаю
Екатерина
Болтай
Сурово
Екатерина
Да..
Тебя задолбать?
Вау интересно как же?
Екатерина
Мне. Нужно...
Мне
Нужна
Помощь (
Какая?
Екатерина
Ну... денежка есть?
Вау) Предположим)
Екатерина
Помоги))м))
Всего то 1000р нужно)
Ахахахахахах))) Бляяяя пиздееец)))
Адьёс))
Екатерина
Блять попросишь помощи.....в ответ херня
Дмитрий
Оууу((( Пичалька да?
Екатерина
Смотри от смеха не обделайся мразь)))
Ахах))) И много так народу ты уже развела?
Ошибка
Вы не можете отправить телеграмму этому гражданину, поскольку он ограничивает круг лиц, которые могут
присылать ему телеграммы.
pikabu.ru"
Общаться с девушкой шаблон 19.jpg,"Иван
привет! не против пообщаться?)
Наташа
08:48:19
09:47:21
привет)
Иван
11:43:42
очень бы хотелось познакомиться с такой красавицей)))
Наташа
11:46:29
у меня есть два недостатка
Иван
11:48:02
интересно какие?
Наташа
11:48:41
1. я постоянно играю в Варкрафт
Иван
11:49:13
даже не знаю что это такое))
а второе?
Наташа
11:50:29
варкрафт это когда на ЦЛК 25 гер идет топ хил 6. 2 гс а спекнутый
в ДЦ вот что за фигня и вайпает весь рейд, а роги нидают лезер
на друля, хотя интелидженс им ни к чему-
Иван
11:51:08
а второй недостаток?
Наташа
11:52:16
чтобы узнать о втором недостатке, надо знать почему пве прист
6.2 гс на илк 25 гер не может спекаться в дц.
Иван
11:53:26
эх....а такая девушка симпатичная....
Введите Ваше сообщение..
Отправить
WOWLOL.ru
Прикрепить"
Chat examples (2).jpeg,"Михаил 6:50
Привет! Классно выглядишь)
Я думаю ты очень необычная девушка, давай пообщаемся)
Екатерина 8:02
привет)
спасибо)
самая обычная
Михаил 8:39
Ну мне кажется ты милая и добрая) У тебя очень позитивный
нос)
Слушай, я больше люблю живое общение, давай ты напишешь
свой номер и во сколько тебе удобно позвонить, мы пару
минуток поболтаем :))
Екатерина 10:05
ахахаха)))
нос)))
мне такого еще никто не писал ))"
VK Chat Start.jpg,"Парень есть?
12:30
12:34
Нет
А если найду? 12:38
12:40 Найди, я не против
Я нашёл
12:43
Я 12:44
12:44 И кто же он?"
Chat examples VK.jpg,"Дэвушка
1:59 AM
1:59 АМ
Эм
1:59 AM Я не знакомлюсь
Я теперь твой личный Сталин
1:59 АМ
А ты моя Германия
1:59 АМ
Я тебя завоюю
2:00 AM"
photo_20@23-04-2024_05-09-25.jpg,"0:56
LTE+
LTE 68
datezone.com/userpa +
< date zone
Сообщения
Szukasz wrażeń to trafiłaś idealnie choć
muszę ostrzec ryzyko uzależnienia wysokie
CiasnadlaXL
A jest od czego sie uzależnić
00:51
maklilson
00:49
O tak, lista jest dluga ale zaczniemy od
mojego czaru osobistego, pytanie tylko czy
jestes gotowa na takie wyzwanie
CiasnadlaXL
Jestem otwarta na propozycje
maklilson
00:56
Написать...
B
☑
00:53
Отправить"
photo_2@08-10-2023_11-16-01.jpg,"Ахаххахах 04:45
00
Вообщем, пишу отзыв по Адаму!
Раньше я не особо анализировал свои переписки, да и
вообще на некоторое время забросил интернет
знакомства. Знакомился в основном на тусовках.)
Сейчас буквально недавно я начал активно
знакомиться в интернете и с появлением Адама интернет
знакомства стали огромной площадкой для тренировок
навыков коммуникации с женщинами прямо в моем
кармане.
Адам очень подробно анализирует то, что я пишу, и
формирует качественную обратную связь по любому
аспекту коммуникации. Подсказывает мне, где я ошибся,
где я сделал хорошо, что стоит добавить в разговор, как
создать правильный фрейм сразу в переписке. А самое
главное, чему меня научил Адам, это анализ DHV. Раньше я
не всегда понимал где именно в моей коммуникации я
использую демонстрацию высокой ценности (DHV)
рассказывая что-то привлекательное про себя.
Благодаря Адаму я выявил несколько топиков, с
помощью которых я могу легко продемонстрировать мою
уверенность, мои хорошие качества как мужчины.
* Сегодня прежде чем лечь спать, я каждый день
отправляю Адаму все свои переписки за день и
анализирую, что я сделал хорошо и что можно было
сделать лучше)
Утром просыпаюсь и сразу пишу девочкам, чтобы Адаму
было что покушать вечером
16:06
Бля ебать он там написал мне фидбэк на англе 04:45
Лютый 04:45
Forwarded from ADAM
FOR
Ѕһе: Да просто спрашиваю) может что-то интересное есть))
You: Есть
She: Хорошо)
She: А что?)
You: Да там кучу всего
You: Парки, кафешки, тц шки
She: Хорошо
You: Ко мне заходить не будем))
Хоть я и там живу
She:
Я и не собиралась
You: Потом может как-нибудь борщ если будем готовить,
огда дааа
In this segment, you continue to maintain the intrigue by not
directly answering her question about what's interesting in the
place you suggested. Your comment about not inviting her to
your place is a good move as it shows that you are not
desperate or needy. The last line about cooking borsch
together in the future is a nice touch as it subtly suggests a
future interaction.
borsch 04:46
Ахахах 04:46
Ахуенно 04:46
MIGHT
04:46
- Тимур, тариф VIP"""
Общаться с девушкой шаблон 21.jpg,"Диалоги Просмотр диалогов
Аня Губанова
Как
Действия | к списку друзей
01:36:57
на встречу? или на мое предложение?
Аня
01:33:27
На предложение! Встретиться-то однозначно стоит. Как тебя
зовут, кстати?
Как
01:38:01
меня зовут Алик. я освобожусь только в 6, поэтому давай в 7.
Аня
01:38:35
Странное имя. Откуда ты, Алик?
Как
01:40:58
родом из Кизляра, я лезгин по национальности, дагестанец, в
общем, чтоб тебе было понятнее, тебя это смущает? а ты русская?
Аня
01:41:29
Нет, ничуть! Да, я русская. Куда ты меня поведешь?
Как
в ""тихую площадь"", куда за тобой заехать?
Аня
Спасибо и сама ебались Завет в 7
I
Отправить
Прикрепить
01:42:10
01:43:56"
photo_27@24-04-2024_11-50-00.jpg,"O
Честно говоря онлайн знакомства воспринимал скептически
так как текст не передает всей глубины, но после того как стал
пользоваться Вайбом раскрыл в себе новую супер силу и мой
текст начал превращаться из простого сухого вина в
экзотический коктейль
• Сейчас меньше пользуюсь Вайбом, больше как помощник,
• Последние обновления более привязаны к контексту общения
Ө
и это круто сокращает время переписок, что не может не
порадовать милых по ту сторону переписки
В начале нашего пути с Вайбом очень часто юзал его, сейчас
уже намного реже, делая подсчеты могу сказать только одно -
почему так поздно узнал про него? Цена подписки всего в
один-два хороших ужина так что я более чем доволен
16:49
C
C
C"
Chat examples VK.jpeg,"Ты ветер любишь?
Почему дерево?
Привет
А ты что дерево?
А причём здесь ветер?
Ну тебе нравиться ветер?
Пошли я тебе вдую
Допустим"
d7513fb4b963e3a8521f2fc656898608.jpg,"Майя Каренина
11:41
Лол
Александр
11:42
поиск по картинке еще никто не отменял)
Майя Каренина
11:42
Ясно))
Александр
11:43
скажи, какой тебе интерес что бы люди покупали билеты на
сеанс? процент?
Майя Каренина
11:44
Как ты думаешь, кто же тогда сидит по ту сторону экрана?
бородатый мужик что ли?)))
Александр
11:45.
ну может и не бородатый))) но фотки чужие) и слишком
активно предлагаешь купить заранее билеты)
Майя Каренина
11:45
Нет, я не бородатая, не бойся))
Не надо так настаивать?это паливно да?)буду знать)
11:46
Александр
11:46
это настораживает, и я сразу пробил тебя по фотке
Майя Каренина
11:47
Ты уж извини что так вышло, просто кто как может так и
зарабатывает) Без обид пожалуйста)
Александр
11:47
лох не мамонт)
Майя Каренина
11:48
Вот и я о том же)Ну ты явно не лох)
Александр
стараюсь)
11:48"
Dialog 12 from Omambe.jpg,"Теперь у меня будет знакомый
доктор
Я тоже учусь, на
адвоката, 1 курс.
Класс, кстати у меня к тебе есть
пару вопросов по юридической
14:49
части, поможешь?
14:49
Да, если смогу) 150
Сможешь сегодня выбраться
из дома, мне было бы удобнее
говорить лично, заодно и
познакомимся поближе.
14:50
Да, можно, как раз сегодня с
девочками хотели посидеть в
кафе. Присоединяйся
Сообщение
Ш
14:50"
Communication Templates with Girl 13.jpg,"Михаил 13:13
Привет! Классно выглядишь)
Я думаю ты очень необычная девушка, давай пообщаемся)
Наталия 13:44
Здравствуйте! Спасибо, но меня это не интересует
Михаил 13:44
А что ""это""?) Я же тебе ещё вообще ничего не предложил,
просто пообщаться интересно)
Наталия 13:45
Меня не интересует общение с незнакомыми мужчинами
Михаил 13:46
Это вообще легко исправить)
Каждый знакомый мужчина в твоей жизни, был когда-то тебе
незнаком) Или таких нет вообще?)
Наталия 13:59
Были конечно, но сейчас у меня есть молодой человек
Который против моего общения с незнакомцами
Михаил 14:02
Тогда просто приятного вечера пожелаю тебе, твоему парню
повезло. Пока :)
Наталия 14:02
Спасибо) пока
И тебе тоже"
photo_30@24-04-2024_15-40-50.jpg,"VIBE
VIBE
бот
бот
Кому-то понравилась твоя анкета:
- Автор плейлиста,
идеально подходящего под шашки
В потоке
девушек))
Вымирающий вид
20.49
ANTON
ANTON
Фотография
Первая фраза
Huild Apps & Appen
ну, ты заинтересовал....
ну и как ты умудряешься
вымирать так элегантно
23:51
Фотография
Первая фраза
Couborul
Вооб друг с другим
Canc
ну, привет, красотка
1914
4 так ты всегда выбираешь
напитки по цвету платья или это
совпадение
23 апреля
ну и как ты умудряешься вымирать так
элегантно
Сегодня
66%
Было) 5 часов наз
16 апреля
Дайвинчик
Платье под цвет смузи выбирала
или наоборот
Привет)
Ахахха случайно
Twinby
Cooweve
До появления у меня вайба онлайн
знакомства редко когда вызывали позитивные
эмоции и желание постоянно к ним
возвращаться.
Варианта было 2: либо я использую скрипты,
которые давали большое количество
номеров/ телеграмов и не занимали много
времени. Однако уровень девушек при такой
игре зачастую был низкий. А даже если нет,
общение по скрипту не создавало тот самый
вайб, особую связь и эмоции между вами. Из-
за чего большинство девушек до свиданий не
доходили
Либо 2 вариант, я думаю часами над тем, а как
ее открыть и как обойти проверку, что тоже не
добавляет удовольствия от игры. Иногда
вдохновение приходит, иногда нет
Сейчас вайб закрывает обе эти проблемы. Кто
то считает, что открытие не имеет большого
значения в игре, однако креативные идеи
бота задают тон всего диалога, с первых
сообщений располагая девушку к тебе и
создавая те самые эмоции. Конверсия в
переход в мессенджер и свидания выросла
точка Б ɓ->
точка А
Сейчас вайб закрывает обе эти проблемы. Кто
то считает, что открытие не имеет большого
значения в игре, однако креативные идеи
бота задают тон всего диалога, с первых
сообщений располагая девушку к тебе и
создавая те самые эмоции. Конверсия в
переход в мессенджер и свидания выросла
За последние 2 недели пользуюсь Вайбом
практически каждый день. Сейчас скинуть
профиль девушки после нового матча на
сайте знакомств в бот для небольшого
«брейншторма» стали некой рутиной.
Более того, я сам лучше стал подмечать
интересные детали на фотках девушки, в
сообщениях, за которые можно зацепиться и
продолжить увлекательный диалог. Раньше я
меньше обращал на это внимание. Вайб
тренирует насмотренность
Все то же самое можно сказать и об игре с
вайбом вживую. Если успеть удачно сфоткать
девушку (в клубе это сделать легче) или же
описать ее текстом, бот быстро накидает идеи
для необычного открытия, которое вероятно
выделит тебя среди остальных парней.
Пробовал несколько раз, реакция отличная
Вложения окупились, стоит подписка
недорого. У вайба большой потенциал и я
верю, что в будущем это будет незаменимый
помощник в моем взаимодействии с
Девушками
20:14"
Lovely How to Meet Girl Online.jpeg,"00000 Tele2
9:42 PM
45%
Просто хочу сказать, что
рада знакомству с тобой
ты сделал мой день
^^
2:39 РМ
Я там написал немного текста
уже :) Спасибо тебе :) сейчас
закончу мысль
И рада, что от
необдуманного поступка
написать, получила много
новой информации
2:40 PM
2:39 PM
+"
Dialog 3-1 from Vkontakte.jpg,"Хай, как настроение? Чем
занимаешься?
14:57
Привет, нормально. Ищу
хороший фильм, хочу провести
вечер у телевизора.
Как раз могу посоветовать тебе
пару фильмов, что ты больше
14:58
любишь?
Ужасы, триллеры
14:58
Ничего себе, оригинальный вкус
для девушки.
Какой есть) А ты что
14:58
мелодрамы предпочитаешь?
Нет, тоже по ужастикам спец.
Итак, моя подборка: ""Оно
2"", ""Кладбище домашних
животных"", ""Проклятие
плачущей"". Еще?
Сообщение
14:59
14:58
14:59"
Tinder Correspondence 4626717.jpeg,"Только экстр. вызов
←
Сергей
Сегодня 14:30
Привет)
Кого хочешь тут найти?)
Значит просто переписка?
365%
19:30
Хелоу)
Собеседника)
Сегодня 15:01
А ты против?
Сегодня 16:18
Просто переписка это скучно
Нет развития общения
Сегодня 18:28
Скучно? Ну давай разовьем какую-нибудь интересную тему. Что бы
было повеселее.
Ну смотри, мозг ""имеет поддержку"" 11-и измерений на
архитектурном уровне. В сочетании с нейроволнами мы получаем
виртуальную квазисреду способную к имитации реальности в
каждой ее размерности. Т.е. сознание имеет модальность на
каждом этапе ""рендеринга"". Если добавить к этому автоволновые
свойства и философию функционализма то можно частично
решить проблему ""душа-тело"".
Что скажешь?
Сегодня 19:30
Ладно, давай потрахаемся.
Отправлено
GIF
Введите сообщение..."
Общаться с девушкой шаблон 23.jpg,"Вконтакте 1 К списку диалогов
Моя Страница
Мои друзья
ред.
Диалоги
Просмотр диалогов
Кристина Максимовская
люди
сообщества игры музыка
помощь выйти
Действия | к списку друзей
Мои фотографии
Мои Видеозаписи
Мои Аудиозаписи
Мои Сообщения
Мои Заметки
Мои Группы
Мои Новости
Мои Закладки
Мои Настройки
Приложения
Документы
Напоминание
Завтра день
рождения
Кристина
Привет. Дело в том, что я зарегистрировалась здесь, с целью
увеличения кол-ва своих единомышленников! Я обладаю
некоторой информацией по проведению ДОГОВОРНЫХ матчей в
чемпионатах. Беру информацию у близкого мне человека, он
спортивный журналист. Готова сказать ПЕРВЫЙ МАТЧ БЕСПЛАТНО,
НА ТОЧНЫЙ СЧЕТ, чтобы вы убедились в достоверности моей
информации второй матч и последующие 9000р. Если вы знаете
что такое Букмекерская Контора, то вас это должно
заинтересовать. Заинтересовало ли предложение и нужен ли
первый матч бесплатно на точный счет?
о каких матчах идет речь?
Кристина
РПЛ, ФНЛ в основном, но не только..
Я вышлю информацию. Если матч будет сыгран именно с тем
счетом, который я напишу, будешь покупать информацию на
точный счет следующего матча за 9000? коэффициенты на точный
счет большие...
о каких матчах идет речь?
Кристина
РПЛ, ФНЛ в основном, но не только..
Я вышлю информацию. Если матч будет сыгран именно с тем
счетом, который я напишу, будешь покупать информацию на
точный счет следующего матча за 9000? коэффициенты на точный
счет большие...
я могу назвать любой
матч?
Чемпионата РФ
19:07:07
19:07:59
19:08:39
19:07:59
19:08:39
19:11:47
Кристина
19:12:54
Ты не совсем так понял, это не прогноз, а я не прогнозистка. Я
могу сказать точный счет именно того матча, про который знаю.
Это так называемый ""странный"" матч...
""хорошо, назови тогда
Кристина
19:15:33
19:16:38
Ты можешь ответить? Если матч будет сыгран именно с таким
счетом, который я напишу, ты будешь со мной дальше работать и
покупать информацию на точный счет следующего матча за 9000?
19:16:50
ну конечно
о чем речь
это же столько денег поднять можно
я прав?
Кристина
Футбол. Англия. 1-я лига. Бери
19:17:36
Стивенейдж. Счет матча: 1:2.
Коэф. 10. Начало матча: СЕГОДНЯ 23:45. Информация
гарантировано точная! Можешь поставить, потом без проблем с
выграшных денег сможешь купить информацию на следующий
матч.
После матча спишемся. Информация 100%, сам сможешь сегодня в
этом убедиться!
да! Конечно, я жду этого матча с нетерпением!!!
Введите Ваше сообщение..
Отправить
19:19:03
online
Прикрепить
pikabu.ru"
Chat examples VK (2).jpeg,"Назад
Привет
18:31
Вера 18:32
Привет
18:32
online
21 марта
А слабо со мной познакомиться?))
Вера 18:34
А что это практичеки не возможно?)
18:35
Нет ничего не возможного)
Как настроение?
Вера 18:36
Лучше всех, у тебя?)
18:36
У меня всё огонь!
Напишите сообщение...."
Communication Templates with Girl 29 (7).jpg,"Ты меня укладываешь, чтобы снова
всю ночь с курицами
переписываться?!
22:59
22:57
Ревнивец ты мой) нет у меня ни
кого, и переписываюсь я только с
тобой
22:59 Просто хочу чтоб ты высралась)))
23:00
Как это между собой
взаимосвязано?!
23:00
23:01)))))))))))
23:02
Выспалась
Ну ты рассмешил))))) я весь дом
переболомутила!!!)))
23:02
23:02 Не буду больше писать)
Sücken"
photo_31@03-05-2024_13-34-01.jpg,"любишь море значит готова к шторму в
личной жизни
BE
22:35
любишь юмор значит скажи честно ты
смеешься каждый раз когда готовишь оливье
22:36
VIBE
VIBE
любишь оливье? надеюсь, ты так же хорошо
перемешиваешь и плейлисты
VIDE
22:36
любишь оливье значит умеешь веселиться на
новый год
22:36
VIDE
любишь оливье значит умеешь в праздники
- какая
Книг
Меню
+ твой взу
за истори
22:36
VIBES
COCONUT
твоя любовь к морю заразительна... как
последний раз было?
Написать сообщение...
Доминатор
3"
Dialog engagement.jpg,
Chat examples (3).jpeg,"*0000 МТЅ RUS LTE
10:37
заходила два часа назад
43%
Это же очень личное
21:10
Ты же умничка, пиши номерок)
21:11 Я не все как бы
21:15
0:56
А ты не будешь звонить мне по
ночам и томно дышать в трубку?) 21:19
21:21 По пятницам разве что
Ну лаааадно 21:23
До пятницы еще аж 5 дней 2623
21:23
Аха
Если что, успею и номер сменить
21:24
Я поддержал твою шутку)
21:24 Все норм.
89090 21:24
+ Написать сообщение"
0a4c1b60aceef7e4f7f0cc2807a796f1.jpeg,"Малышка, давай
познакомимся?
17:34
17:34
Не, спасибо, мама не
разрешает
О да
Наконец-то я нашел
тебя!
Спроси у Папы
17:35
17:35 Папа сказал, что ты дрищ
17:35
17:35
У нас семейный совет тут
был
Ты никому не понравился
Меня прислал из
будущего наш сын,
чтоб мы его скорее
Кто вы?
сделали и спасли этот
мир!"
Conversation starter VK (1).jpg,"2:55
Привет, я приглашаю тебя
на свидание в эту субботу!
Нет, в эту субботу я выхожу
замуж
+
2:56
2:56 Тогда давай в воскресение
Написать сообщение
Отпр"
Alice Tinder Messages (3).png,"тебя как из ада выпустили
Причем тут вообще это?
У тебя на голове либо ушки, либо рожки.
Я склоняюсь к первому. Кошечек много,
с чертятами интереснее. Точнее ко
второму
Ха, вы не перестаете меня удивлять
тебя как из ада выпустили
Причём тут вообще это?
У тебя на голове либо ушки, либо
рожки. Я склоняюсь к первому
Кошечек много, с чертятами
интереснее
Точнее ко второму
Мы с тобой на вы?
Ха, вы не перестаете меня удивлять
Я так и поняла, и не вижу в этом ничего
дурного.
Мы с тобой на вы?
А в чём видишь
Я так и поняла, и не вижу в этом ничего
дурного.
Ни в чем. Настроение нулевое.
А в чём видишь
Summertime sadness?
Ни в чём. Настроение нулевое.
Включаю
Summertime sadness?
Summertime Sadness
Lana Del Rey
Включаю Lana Del Rey - Summertime
Sadness
ВОСПРОИЗВЕСТИ
Всё так. Благо, мне пока не грозит.
Только вчера из Крыма. Кстати, в Крыму
сравнительно дешевая и весьма
качественная дудка
Я бы, может, и поддержала этот
разговор. Но не хочу.
Всё так.
Благо, мне пока не грозит.
Только вчера из Крыма
Кстати, в Крыму сравнительно
дешевая и весьма качественная дудка
Я бы, может, и поддержала этот
разговор. Но не хочу"
photo_1@07-10-2023_23-54-57.jpg,"D
000"
Vkontakte Introduction Chat.jpg,"Андрей 13:00
ошибку
Здравствуй, мы точно не знакомы? Нужно исправить эту
Меня зовут Андрей, мне 25 лет, работаю
программистом. Очень хочу узнать что-нибудь о тебе."
Chat examples (1).jpeg,"Ксюша
Сообщения О пользователе
Классные обои
клеила?
Bc 22:06
Привет)
Вс 22:07
Нет, друзья клеили
Bc 22:07
600
Привет
Bc 22:06
сама
А про какие? С полоской
которые?
59 мин. назад
Или квадратиками?
59 мин. назад"
Общаться с девушкой 28 (1).jpg,"Михаил 9:31
Привет! Классно выглядишь)
Я думаю ты очень необычная девушка, давай пообщаемся)
Алёнка 11:46
Приветик
Давай
Михаил 15:00
Слушай, я больше люблю живое общение, давай ты напишешь
свой номер и во сколько тебе удобно позвонить, мы пару"
Alice Tinder Conversations (7).png,"Что делаешь ?занимаешься своими темными
Делишками ?))
Я слушаю музыку. Вы?
Давай на ты)
Я сегодня отдыхаю и хоаетчя съездить на
природу, погода для этого подходящая
Хорошая идея. Я только за
Пиши тогда куда за тобой заехать и скоро
буду
Давайте вы ко мне, а я к вам. Как вам такой
вариант?
Это как?)не совсем понял?
Что делаешь ?занимаешься своими
темными делишками ?))
Давай на ты)
Я слушаю музыку. Вы?
Я сегодня отдыхаю и хочется
съездить на природу, погода для этого
подходящая
Хорошая идея.Я только за
Пиши тогда куда за тобой заехать и
скоро буду
Давайте вы ко мне, а я к вам. Как вам
такой вариант?
Это как?) не совсем понял?
Приму к сведению.
Я вообще подумал ты берёшь подругу, а я
друга и мы берум что-нибудь покушать и на
пикник все вместе
Приму к сведению.
Я вообще подумал ты берёшь
подругу, а я друга и мы берём
что-нибудь покушать и на пикник все
вместе
Мне нравится такой поворот событий
Мне нравится такой поворот событий
Пришли номер я сейчас позвоню
Пришли номер я сейчас позвоню
Нет настроения говорить об этом.
Нет настроения говорить об этом"
